fc_zscore_z16	fc_zscore_d15	grand_mean	gene
3.42113828050995	11.9244312813824	7.67278478094619	SLC15A2
4.51466855911285	10.7253981734307	7.62003336627178	NADK2
6.49617908524316	8.61816356357892	7.55717132441104	GRAMD3
8.83011489895843	6.24672129050855	7.53841809473349	SDC4
3.58937906007319	11.4747085676584	7.53204381386581	MYO10
7.31323035557346	7.57695649609452	7.44509342583399	ACSL6
7.74494075188399	7.07894407902401	7.411942415454	ITM2C
11.1692790393373	3.58533054117838	7.37730479025782	CHRDL1
8.27833646195335	6.30748270507749	7.29290958351542	GPR37L1
7.33823295778977	7.22853849534593	7.28338572656785	CNN3
7.74313942978849	6.32511238021143	7.03412590499996	LGI1
7.63371764786539	6.38990859635911	7.01181312211225	PREX2
8.79166188569935	5.09950836760845	6.9455851266539	GFAP
5.43148528103285	8.40779626057327	6.91964077080306	GRM3
6.80355132668799	6.97102631906165	6.88728882287482	LMO3
7.0734668325706	6.69472096999239	6.8840939012815	NTM
4.33182635452993	9.39747972339204	6.86465303896099	MACF1
8.48668107631203	5.21983084666646	6.85325596148924	LRIG1
9.0193882516962	4.37400318081989	6.69669571625805	SPON1
5.64930674391434	7.71344007331152	6.68137340861293	KCNN3
5.14067439408201	8.13676498756609	6.63871969082405	IL33
4.38255313204499	8.79536396380803	6.58895854792651	GPAM
6.00683949487711	7.07354290589574	6.54019120038643	SORBS1
10.2812469697131	2.63254505695459	6.45689601333387	MT3
6.39684126866321	6.50586943611715	6.45135535239018	PTPLAD1
12.7697567584753	0.0108844666554517	6.39032061256539	S100A1
8.90746711850925	3.83449960115809	6.37098335983367	TMEM47
2.62683534228458	9.93043523256353	6.27863528742406	PAX6
5.26512329965343	7.05213115491782	6.15862722728562	METTL7A
9.13685209127861	3.11362476984286	6.12523843056074	VIM
7.31851021410601	4.90948974516667	6.11399997963634	PSAT1
7.02645583070148	5.08003907157838	6.05324745113993	ASPH
7.64305002408859	4.44486224230725	6.04395613319792	NRCAM
8.70004469601155	3.36245944616416	6.03125207108785	ELOVL2
7.32841412712313	4.2726965983991	5.80055536276111	PSD2
5.77705382154566	5.75543098277342	5.76624240215954	FAM184A
5.06028359538674	6.42493982962741	5.74261171250707	GABRG1
9.54100626100378	1.91299962556983	5.7270029432868	SLC1A4
11.5049574298226	-0.0682338350148273	5.7183617974039	IGFBP7
5.37919989012451	6.03568709704323	5.70744349358387	RFX4
4.64635946725199	6.74901856288563	5.69768901506881	SYNE1
7.95699311155255	3.3584077180756	5.65770041481407	GLUD2
6.70732871150336	4.58181654621332	5.64457262885834	HOPX
7.61398795549765	3.59553303461149	5.60476049505457	CADM1
5.86297759884941	5.23210193661582	5.54753976773261	TNIK
10.0564898629082	0.919670680565608	5.48808027173691	CXCL14
2.56251517187448	8.39174547332022	5.47713032259735	ZFHX4
4.20857641436873	6.70607009758014	5.45732325597443	SFXN5
5.82825843960595	5.0397372681744	5.43399785389017	RHOBTB3
3.32043981369417	7.54397627820907	5.43220804595162	NFIA
4.77475561003851	5.99417193576706	5.38446377290279	FAT1
9.75237534100111	0.992432242053079	5.37240379152709	KCNJ10
4.05347785630633	6.66660080040065	5.36003932835349	MERTK
3.52907010249783	7.189707680054	5.35938889127591	GPR56
8.92651001347834	1.74327765450105	5.3348938339897	EFEMP1
4.72911017685479	5.93064763285947	5.32987890485713	GLI3
5.10880069959518	5.45530431327261	5.2820525064339	ZNRF3
5.13904095654603	5.24614368135836	5.1925923189522	SASH1
9.24145431473597	1.04360233450149	5.14252832461873	NDRG2
5.16664129781045	4.91483672163515	5.0407390097228	CAMK2G
6.6491895107944	3.3841789269235	5.01668421885895	PAMR1
5.57629070964499	4.41336628215218	4.99482849589859	NEBL
3.89615085364969	6.07849805405202	4.98732445385086	SLITRK2
8.40355676479726	1.54466548776256	4.97411112627991	S1PR1
4.80226017065946	5.14282860083671	4.97254438574809	TP53BP2
9.913860277453	-0.16077374809522	4.87654326467889	S100A13
5.68747370969001	3.93189197277735	4.80968284123368	ACSBG1
6.07505850085765	3.52103061944491	4.79804456015128	TRIL
9.53993609955777	0.0547771293725782	4.79735661446517	TSPAN7
3.13845072221673	6.44044261602761	4.78944666912217	TRPS1
7.43711360258959	2.12311631886634	4.78011496072797	SLC14A1
5.98231565456475	3.47631195822313	4.72931380639394	CTNNA2
5.77803246902661	3.67652894347796	4.72728070625228	AHCYL2
2.81379932236341	6.62190866917176	4.71785399576758	EFR3B
5.29413282497236	4.03698718822042	4.66556000659639	STOX1
5.1773216329868	4.13839488071385	4.65785825685033	LSAMP
5.1904902087456	4.05236959506593	4.62142990190576	GPR125
9.13804044763843	0.0967520364315994	4.61739624203502	GPM6B
6.43837508059965	2.75427315224619	4.59632411642292	ABLIM1
3.75410345168938	5.32093936225721	4.5375214069733	FMN2
4.97694361412941	4.0917635095041	4.53435356181675	MRVI1
6.14079354300525	2.90223791240882	4.52151572770703	ACBD7
3.84076777720784	5.18551017432723	4.51313897576753	FUT9
1.350249123959	7.6710907917719	4.51066995786545	ITPR2
1.92804206237081	7.0880074536183	4.50802475799455	SLC39A11
4.83069338404432	4.1775697938461	4.50413158894521	PIK3C2A
4.82033615495232	4.12872750582728	4.4745318303898	UG0898H09
5.67866495573725	3.25632829312539	4.46749662443132	BBS2
6.6393746424184	2.27696909862315	4.45817187052077	GABRB1
-0.18594917990912	9.05213833463733	4.43309457736411	MARCKS
3.25359730652558	5.60330350267361	4.42845040459959	BAI3
3.44950981388503	5.37857772946856	4.4140437716768	EIF4EBP2
2.66678338512675	6.14691516209308	4.40684927360992	PAPLN
8.1080854085596	0.687217973615413	4.39765169108751	PPP1R3C
7.0264415603029	1.70907446725896	4.36775801378093	SCRG1
6.62580179629007	2.09311341014044	4.35945760321526	CSRP1
8.67802799748214	0.0202292776310582	4.3491286375566	PCDHGC3
2.94519342427069	5.70635389192311	4.3257736580969	PRDX2
8.55682993486944	0.0862788799180099	4.32155440739373	GPRC5B
8.01883348428756	0.588467520930578	4.30365050260907	ALDH2
6.63829776927818	1.92480283752624	4.28155030340221	LHX2
5.64473202564365	2.90156035554336	4.27314619059351	FERMT2
2.48320816426422	6.05374745501742	4.26847780964082	CSGALNACT1
4.18416076079602	4.34440542555948	4.26428309317775	DOCK7
6.7998890100285	1.62630028736901	4.21309464869876	SDC2
4.40551995193126	4.02002383503366	4.21277189348246	ANK2
4.19287624743127	4.22728812679217	4.21008218711172	IQCK
3.06613013162533	5.28704888712566	4.17658950937549	CRB1
4.89829446593822	3.41733126491129	4.15781286542476	LIFR
4.8106416047648	3.46582688201875	4.13823424339177	MLC1
6.31394062767911	1.93909882410068	4.12651972588989	PMP2
3.95645666494034	4.23960767130851	4.09803216812443	FKBP9
7.23308103678196	0.849034903433743	4.04105797010785	EPHX1
7.41034172452669	0.664757153174142	4.03754943885041	AK4
3.11484471251711	4.91636902512514	4.01560686882113	MIR99AHG
2.80729811079551	5.22266432872236	4.01498121975893	LRRC8A
4.87381466077955	3.08292191943881	3.97836829010918	IQCA1
6.09207729306756	1.85220516476116	3.97214122891436	NDRG4
2.63354408131321	5.29391651331338	3.9637302973133	DST
7.60710743681078	0.281354095769982	3.94423076629038	PPP1R1B
6.69574536565122	1.10619715586453	3.90097126075788	ADCYAP1R1
6.52444627458045	1.21683213562708	3.87063920510377	GPC5
5.54482510144083	2.18979852451103	3.86731181297593	RGS20
0.53661408160361	7.19796042790089	3.86728725475225	MIAT
7.59420218983059	0.1284651267903	3.86133365831045	PTGDS
2.22174663122379	5.44090489009998	3.83132576066188	TCF7L2
4.09378679693744	3.53678934765908	3.81528807229826	CDH2
4.26408451587035	3.36393740950775	3.81401096268905	CACHD1
2.51077004090789	5.10893986752863	3.80985495421826	C3ORF70
5.17284092138406	2.39901147631035	3.7859261988472	HTRA1
4.30921281902986	3.24687167594141	3.77804224748563	PBXIP1
4.041216268924	3.494931546452	3.768073907688	NOTCH2
6.36667202147653	1.11161226440389	3.73914214294021	BBOX1
4.85850483972149	2.60466476229097	3.73158480100623	SELENBP1
6.91751711364639	0.543758075397606	3.730637594522	LRRC3B
7.37150476645445	0.0267585915938021	3.69913167902412	ADD3
3.88182511396789	3.50945219225201	3.69563865310995	RFTN2
2.83932089293284	4.53707689723	3.68819889508142	ELMO2
4.80212992464768	2.55214070191907	3.67713531328337	ARHGEF26
2.63362760019052	4.68077695990472	3.65720228004762	SLC48A1
3.11911791970456	4.19325793809712	3.65618792890084	MGLL
6.90872597108609	0.39948601190083	3.65410599149346	SRI
7.42860500260617	-0.121996775842671	3.65330411338175	S100B
4.40007100708756	2.89771620450459	3.64889360579607	ASTN1
3.25675019165232	4.00778704546653	3.63226861855943	LINC00461
7.18084817340843	0.0683052591496298	3.62457671627903	BAALC
4.10220344235341	3.13663958067299	3.6194215115132	CTNND2
3.12825742211477	4.06553451973399	3.59689597092438	NFIB
6.16056680706496	0.919733381030017	3.54015009404749	FAM213A
3.38215946487136	3.60294648178211	3.49255297332673	GRAMD1C
2.91203154228764	4.06330445980477	3.48766800104621	SLC3A2
6.72242667401586	0.247236385556	3.48483152978593	HRSP12
2.53523718994736	4.33892922342243	3.4370832066849	ITGB8
4.3441773796996	2.51556709120041	3.42987223545001	HEPH
4.31118417444881	2.5463598756561	3.42877202505246	CYP4V2
5.87462407635073	0.944478091970541	3.40955108416064	TPP1
5.4838115180769	1.33291187476555	3.40836169642123	MT1E
5.91087154806488	0.905378471386141	3.40812500972551	EMX2OS
6.45446609064385	0.285755105097758	3.3701105978708	CDC42EP4
6.46701611330872	0.225082347455061	3.34604923038189	FAM167A
3.56650996047343	3.08870896714449	3.32760946380896	SOX2
1.66973760748126	4.96533976816788	3.31753868782457	ANP32E
-0.18594917990912	6.78102323038363	3.29753702523725	EIF2S3
3.04116896578775	3.55020746781471	3.29568821680123	ITGA6
3.99321693186401	2.5666990559161	3.27995799389005	LGR4
3.73806312767107	2.77569161603759	3.25687737185433	OPHN1
4.56856037065459	1.93341849544807	3.25098943305133	HSDL2
5.56159253284471	0.921788234173529	3.24169038350912	KAL1
4.57975095766758	1.88851610732463	3.2341335324961	ENO1
4.37611884860678	2.0669622070727	3.22154052783974	CHN1
3.06223378970293	3.37253591704716	3.21738485337505	MEGF10
5.28524146888491	1.14848540227248	3.21686343557869	CABLES1
6.24779330446338	0.17556032567174	3.21167681506756	FGFR2
7.26268682075839	-0.848656105790415	3.20701535748399	LDHB
0.687786988709109	5.71143987794897	3.19961343332904	PTPRS
4.95863879074048	1.38395601319064	3.17129740196556	ADCY2
3.95755086804893	2.37955792387462	3.16855439596177	PRCP
4.02777903853957	2.291639783725	3.15970941113229	NPAS3
4.39431814622713	1.9141858332034	3.15425198971526	LIX1
3.35781959800729	2.88858956137089	3.12320457968909	PALLD
3.28609525040915	2.93781117514242	3.11195321277578	BCAN
4.42643623407493	1.79392241887141	3.11017932647317	FGF2
0.774749820643228	5.41204017259107	3.09339499661715	IGDCC4
3.83877532076909	2.32197141360558	3.08037336718733	TGFB2
5.99634152591794	0.157517590915376	3.07692955841666	PITPNC1
3.97072213262669	2.17384235647953	3.07228224455311	NCAM1
5.62274716452516	0.515731186968178	3.06923917574667	HHATL
5.73217931144717	0.366600467321071	3.04938988938412	PRDX6
6.06398527867361	0.0330453405713547	3.04851530962248	MAPK4
1.46657745460498	4.62281710328486	3.04469727894492	ID2
5.06889345439969	1.00101847177728	3.03495596308848	CYSTM1
4.14819228568943	1.91910438641395	3.03364833605169	SLC13A5
3.75512674763507	2.28987478691686	3.02250076727597	ALDH7A1
4.94642508664321	1.04396975729735	2.99519742197028	WLS
5.65957867422647	0.304418733846135	2.9819987040363	OLFM2
2.30552347046018	3.65452314170196	2.98002330608107	KIF21A
3.33043773505725	2.61323308842211	2.97183541173968	ABCD2
1.07887778165237	4.84552201047582	2.96219989606409	DCUN1D1
1.18996690674803	4.72714134008848	2.95855412341826	POU2F1
5.48924741775631	0.418008474831216	2.95362794629376	RORB
5.60637181373418	0.294569837327961	2.95047082553107	SLC6A1
3.58447855741748	2.27748842739846	2.93098349240797	ACSS1
4.93757210694688	0.901151402690719	2.9193617548188	ACAA2
1.41592411560568	4.3747502830009	2.89533719930329	ADRB1
3.11253594904752	2.67510974243087	2.89382284573919	ITGAV
3.59009617339219	2.163749146811	2.8769226601016	ITSN1
3.89435807114098	1.84348260236886	2.86892033675492	TTYH1
4.00902594257002	1.71978664746449	2.86440629501725	DAG1
5.73950586020112	-0.0342460523048389	2.85262990394814	SLC9A3R1
2.28304123644802	3.39885502747165	2.84094813195984	FMNL2
3.93584561238223	1.72965446202194	2.83275003720208	ARHGAP5
4.29661018388388	1.364726299043	2.83066824146344	ADORA2B
5.64404120066737	0.0152700891567555	2.82965564491206	MRO
3.86650805746562	1.7840044249307	2.82525624119816	PDLIM5
2.64953429078948	2.96887728126809	2.80920578602878	MYBPC1
3.4205768309242	2.19148775833753	2.80603229463086	PLTP
5.53102213700033	0.063052458245037	2.79703729762269	MRAS
3.19183472529891	2.39747626915512	2.79465549722702	ABCC9
2.39846129281989	3.18098265903105	2.78972197592547	MEIS2
1.03688218155237	4.48948247069179	2.76318232612208	DAAM1
2.16860518288619	3.28262919271502	2.72561718780061	SRGAP3
1.54152114194727	3.9065917764461	2.72405645919668	PRODH
5.6528529813276	-0.219020123003448	2.71691642916208	HSPB8
1.94361932152343	3.48025451470994	2.71193691811668	ASAP2
5.16985063712582	0.177881248131687	2.67386594262876	PAQR8
5.21121791307263	0.117883198896636	2.66455055598463	HEPACAM
4.96545445956671	0.35280004259306	2.65912725107988	GPT2
5.10342623605589	0.187637050697972	2.64553164337693	HSD17B6
1.38050440577205	3.88070481892144	2.63060461234674	GLG1
2.55166361277302	2.69629044097264	2.62397702687283	LPIN1
4.54863140616907	0.693821990391507	2.62122669828029	LRP4
4.29479315181371	0.935088159785846	2.61494065579978	TMOD2
3.03813437514077	2.18834490517075	2.61323964015576	CTSH
3.93220682598111	1.28588236163946	2.60904459381028	NTSR2
5.05618246014723	0.15140672318856	2.6037945916679	TLCD1
4.29012475570634	0.914289805620452	2.6022072806634	SYT11
2.71962302168296	2.47856943674029	2.59909622921163	PDE4DIP
5.1586161036597	0.0346499338715474	2.59663301876562	EMX2
4.83469527910177	0.356935671637377	2.59581547536957	SIRPA
5.60176254176234	-0.414124541681171	2.59381900004058	NR2E1
0.88969126027886	4.29545126376305	2.59257126202096	CELF2
1.1769619651968	3.99492531470909	2.58594363995295	PNPLA8
1.99785091822997	3.16502112590525	2.58143602206761	MGAT4C
3.21441885704401	1.92347838655895	2.56894862180148	DECR1
1.03290929168904	4.09348105341551	2.56319517255227	RGL1
5.18585535510841	-0.0661178121912071	2.5598687714586	GSTM5
3.80544130699482	1.28854908377309	2.54699519538396	TUBB2A
4.12536131334255	0.967604727452534	2.54648302039754	MOXD1
4.14721160588853	0.943343734998647	2.54527767044359	CHI3L1
4.40413835537365	0.681851546115952	2.5429949507448	ZFYVE21
4.44330759410898	0.633530548792508	2.53841907145075	ASRGL1
2.58110682961874	2.48283873217869	2.53197278089871	LPHN3
5.06079300068637	-0.00829399904316673	2.5262495008216	ALDH1A1
1.73575430501707	3.30764996892876	2.52170213697292	ADD1
1.81668828528949	3.21922852551023	2.51795840539986	ABCA1
4.94203043222153	0.063317086252515	2.50267375923702	SCD5
3.88587184370958	1.09815334377829	2.49201259374393	NQO1
3.51529921068137	1.46578928234561	2.49054424651349	CHPT1
4.36858397019334	0.608676327318719	2.48863014875603	CYBRD1
4.91242336572066	0.0641198231304434	2.48827159442555	SLC18B1
3.06124905303225	1.9086703526457	2.48495970283898	TEAD1
4.92382547341906	0.0340297990342618	2.47892763622666	IL17D
1.62823272517902	3.28456902295337	2.4564008740662	ZIC2
4.91706056644046	-0.0120880652432025	2.45248625059863	CYP4F11
4.07589162071631	0.822998044100668	2.44944483240849	STOM
4.49193532112208	0.383732361412545	2.43783384126731	SOX5
5.24097660471385	-0.393748679287918	2.42361396271296	MAOB
0.88114871437062	3.95085907436519	2.4160038943679	TLK1
4.68565171145809	0.146320372075487	2.41598604176679	FHL1
2.24289110512889	2.57672811513191	2.4098096101304	MAP3K5
2.49088551935135	2.25707489392686	2.37398020663911	DARS
4.52261462965262	0.218886336138797	2.37075048289571	OMG
4.71271509715686	0.00312756735284123	2.35792133225485	GPR75
3.87973982061982	0.802602498594114	2.34117115960697	SCARA3
4.35749797948374	0.323847341410866	2.3406726604473	DOK5
2.12849256585183	2.55107586623348	2.33978421604265	ANKDD1A
1.24463791772551	3.43009127738423	2.33736459755487	EPS15
4.47507086249188	0.186630991533141	2.33085092701251	PRSS35
4.77991048079811	-0.119191458069025	2.33035951136454	PLSCR4
3.42764960300247	1.22842634408015	2.32803797354131	FYN
-0.18594917990912	4.82669220090568	2.32037151049828	ARID2
1.75125100256658	2.88461402011422	2.3179325113404	DNAH7
3.03105155461286	1.60004291985704	2.31554723723495	RHOJ
2.00853874110622	2.60883230182947	2.30868552146784	HIF3A
3.70144924251988	0.896617237613325	2.2990332400666	MAPK10
2.11867701830004	2.46518325121552	2.29193013475778	DAPK1
3.36591333294948	1.17789561624847	2.27190447459898	FSTL1
4.2932028988989	0.232789597377832	2.26299624813837	INTU
3.30339466867189	1.20655499152718	2.25497483009954	LAPTM4A
4.92740490890828	-0.426381827466591	2.25051154072084	PMP22
4.66954974358708	-0.171717437479284	2.2489161530539	WASF3
2.64028631575824	1.84780859474768	2.24404745525296	DPYSL2
3.88880605295837	0.588882171930632	2.2388441124445	MAOA
1.72281541344916	2.75285869798732	2.23783705571824	C20ORF194
4.37261739987239	0.101693368429407	2.2371553841509	MT2A
4.42051632893304	0.0506427927554588	2.23557956084425	C2ORF72
2.19811380399629	2.26326504474766	2.23068942437197	AKAP12
1.49492458377278	2.94849189531466	2.22170823954372	RAB11FIP2
2.28109911598241	2.15948352640532	2.22029132119387	BMP2K
2.44863657255716	1.97569430494776	2.21216543875246	SNTA1
4.03425043852846	0.382676257414457	2.20846334797146	GAPDH
3.89649200228738	0.515158897486783	2.20582544988708	CDH20
2.86034388725503	1.54736901388351	2.20385645056927	UGP2
4.34724573677707	0.0204842644193765	2.18386500059822	RAB34
3.33144836752322	1.02475679165684	2.17810257959003	MMP28
4.01624083593281	0.326693745501183	2.171467290717	NACC2
4.3338780657309	-0.000869310574873327	2.16650437757801	EGFR
4.3114362986784	0.0207143908034967	2.16607534474095	ALDH6A1
4.34416281834715	-0.0144455155923126	2.16485865137742	PRKCA
4.2684368463471	0.0432938167302539	2.15586533153868	PGM1
4.31197960753438	-0.00780846597895755	2.15208557077771	NUDT6
4.05414587678992	0.243591634398882	2.1488687555944	GSTM2
2.5070996025145	1.78005402093005	2.14357681172228	CLASP1
2.72288080640705	1.56063727865017	2.14175904252861	LOC100505894
1.58294947804378	2.70002721006622	2.141488344055	RASSF4
1.66490975740243	2.60702883494843	2.13596929617543	DPP8
4.23089318424087	0.0298703474485102	2.13038176584469	MSI2
2.38920392001529	1.86617667641505	2.12769029821517	ZHX3
4.21730493816178	0.0332937180909416	2.12529932812636	APCDD1
2.63747736588191	1.60571294781469	2.1215951568483	ELOVL5
3.3215856375582	0.914573225903641	2.11807943173092	ADHFE1
2.22923051078832	1.99604400674183	2.11263725876507	YAP1
3.64357010113349	0.575750249006308	2.1096601750699	NEK6
1.98842278174285	2.22804089698512	2.10823183936398	MAGED1
2.67980485509841	1.47686948376348	2.07833716943095	LRP1B
3.62137661234616	0.534462915697661	2.07791976402191	FLRT2
3.07609917566178	1.07700299273325	2.07655108419752	PSAP
1.32708776924067	2.82138015356216	2.07423396140142	AUTS2
1.33627352860189	2.78898119876818	2.06262736368503	PRKD1
4.42224685681448	-0.297859735590264	2.06219356061211	CNTN1
3.10297652856315	1.00874559376624	2.05586106116469	NAT8L
4.02670032567937	0.0831472689913322	2.05492379733535	CSPG5
1.56979557008404	2.53714423017093	2.05346990012749	PBX1
2.03379958879595	2.05478854320435	2.04429406600015	SPTBN1
2.23870881220227	1.84218251262849	2.04044566241538	WDR17
1.98724319846155	2.09361573205481	2.04042946525818	NRBP2
0.673403415520618	3.39596120350821	2.03468230951442	LIN7C
2.90905350426981	1.14822388716145	2.02863869571563	FAM189A2
3.92705867096951	0.12265965275096	2.02485916186023	PEA15
2.88607190468049	1.15812368238394	2.02209779353221	DPY19L3
4.02794026408872	0.00240692037277718	2.01517359223075	LGALS3
0.897497739774061	3.12084703680666	2.00917238829036	EHBP1
3.57564870897942	0.435364750402453	2.00550672969094	MFAP3L
2.33885050657554	1.65415779825096	1.99650415241325	FAT3
4.03362989169983	-0.0481841242278331	1.992722883736	PCDH9
3.91390902138958	0.051940210386511	1.98292461588805	ME1
3.93333519088957	0.0324522358302998	1.98289371335994	BHLHE40
3.92389190520077	0.0418243375816415	1.98285812139121	SLC44A2
2.57348741989009	1.39188192950941	1.98268467469975	REPS1
2.89046589630741	1.05603727312698	1.97325158471719	CHL1
1.88560206124148	2.03392748630699	1.95976477377424	RORA
3.84379377528822	0.0652370160210894	1.95451539565465	HADHB
3.32095381429371	0.583685694792093	1.9523197545429	CAPN2
3.2236542915056	0.678776834620452	1.95121556306303	FAM198B
3.52276402032349	0.366206183388377	1.94448510185594	FADS2
2.43224207681937	1.45420525635737	1.94322366658837	KIF1B
1.00845896613358	2.87417627101927	1.94131761857642	OSBPL11
2.30572283651579	1.57442189656869	1.94007236654224	SPIRE1
2.42068221715558	1.44676162990479	1.93372192353018	GPR143
1.64711811055643	2.21022968938792	1.92867389997218	DLD
1.68279768939566	2.17054612595048	1.92667190767307	MKLN1
3.13714327023113	0.716184977536462	1.92666412388379	SLC25A33
3.82203157060549	0.0298790270367194	1.92595529882111	FXYD1
0.476436464064014	3.37330349240343	1.92486997823372	IDH1
3.65202362465367	0.186601345928249	1.91931248529096	GNAO1
3.48095512166926	0.334679537874699	1.90781732977198	ALDH1L1
2.71404226605125	1.0983871481464	1.90621470709883	MT1F
3.7455043449189	0.0602597347292714	1.90288203982408	FAM171A1
3.29757541452496	0.492509562898184	1.89504248871157	FABP7
0.797859882157035	2.98155884203411	1.88970936209557	ATP2C1
3.27650194789143	0.488576804660312	1.88253937627587	BRINP2
3.70264222590317	0.0597869217661682	1.88121457383467	MSMO1
3.72213319903801	0.0388615542768626	1.88049737665744	AMOT
3.65494985756766	0.0984576821347658	1.87670376985121	PFKM
1.77243035680894	1.98061463669051	1.87652249674972	FARP1
3.68614089534424	0.0618949632845905	1.87401792931442	ALDH9A1
1.68245389344561	2.06530020894748	1.87387705119654	ZBTB18
0.849237976288892	2.89300210592933	1.87112004110911	BMPR2
1.50527548092299	2.23445293926851	1.86986421009575	FOXG1
3.24216673272998	0.480182984772462	1.86117485875122	ARHGEF12
3.73021591118794	-0.0111587670923074	1.85952857204782	CERS1
3.82559055542554	-0.111399104664621	1.85709572538046	NDP
2.20594102718806	1.49917760464418	1.85255931591612	ACO2
0.380404312573857	3.32320282408277	1.85180356832831	SPAG9
3.51868656763135	0.178030595248623	1.84835858143999	GATM
3.63681160981756	0.0436224919757673	1.84021705089666	CYFIP2
1.29386680396974	2.34123339327026	1.81755009862	ZNF532
2.40045823537358	1.23094331937134	1.81570077737246	ALDOA
3.58020976354626	0.046239144945249	1.81322445424575	IGSF11
2.92924498397777	0.672788932043685	1.80101695801073	PHGDH
3.54720721971154	0.0361160118550504	1.7916616157833	NT5E
3.54601517630076	0.036707275173556	1.79136122573716	KCNA2
4.25004436344819	-0.669430977462702	1.79030669299275	RNF182
3.56477007744142	0.0013850220641201	1.78307754975277	TMEM176A
3.23689110858392	0.326041128363308	1.78146611847361	IFITM3
3.48872414112719	0.0682113699738509	1.77846775555052	LOC100129034
3.48220785497603	0.0704416384834027	1.77632474672972	SLC6A11
3.52196884503967	0.0305545936207692	1.77626171933022	DMD
1.31891056429845	2.2290467507344	1.77397865751643	THSD1
3.54183916029015	0.000578691260019608	1.77120892577508	RGR
3.44917970238016	0.084746595777344	1.76696314907875	CYP2J2
1.01593913855443	2.517022013421	1.76648057598771	PNISR
